"","Cell","PredictedID"
"369_95","369_95","plasma cells"
"370_95","370_95","T cells"
"371_95","371_95","CAFs"
"372_95","372_95","T cells"
"373_95","373_95","CAFs"
"374_95","374_95","T cells"
"375_95","375_95","T cells"
"376_95","376_95","T cells"
"377_95","377_95","T cells"
"378_95","378_95","Myofib"
"379_95","379_95","T cells"
"380_95","380_95","plasma cells"
"381_95","381_95","TAMs"
"382_95","382_95","CAFs"
"383_95","383_95","plasma cells"
"384_95","384_95","CAFs"
"385_95","385_95","plasma cells"
"386_95","386_95","T cells"
"387_95","387_95","plasma cells"
"388_95","388_95","CAFs"
"389_95","389_95","plasma cells"
"390_95","390_95","T cells"
"391_95","391_95","plasma cells"
"392_95","392_95","Endothelial"
"393_95","393_95","CAFs"
"394_95","394_95","CAFs"
"395_95","395_95","B cells"
"396_95","396_95","T cells"
"397_95","397_95","plasma cells"
"398_95","398_95","plasma cells"
"399_95","399_95","T cells"
"400_95","400_95","B cells"
"401_95","401_95","T cells"
"402_95","402_95","plasma cells"
"403_95","403_95","T cells"
"404_95","404_95","T cells"
"405_95","405_95","B cells"
"406_95","406_95","CAFs"
"407_95","407_95","plasma cells"
"408_95","408_95","T cells"
"409_95","409_95","T cells"
"410_95","410_95","TAMs"
"411_95","411_95","T cells"
"412_95","412_95","T cells"
"413_95","413_95","T cells"
"414_95","414_95","CAFs"
"415_95","415_95","T cells"
"416_95","416_95","plasma cells"
"417_95","417_95","TAMs"
"418_95","418_95","Epithelial"
"419_95","419_95","T cells"
"420_95","420_95","CAFs"
"421_95","421_95","Mast cells"
"422_95","422_95","TAMs"
"423_95","423_95","plasma cells"
"424_95","424_95","Myofib"
"425_95","425_95","T cells"
"426_95","426_95","T cells"
"427_95","427_95","T cells"
"428_95","428_95","T cells"
"429_95","429_95","T cells"
"430_95","430_95","Mast cells"
"431_95","431_95","T cells"
"432_95","432_95","T cells"
"433_95","433_95","Epithelial"
"434_95","434_95","B cells"
"435_95","435_95","T cells"
"436_95","436_95","CAFs"
"437_95","437_95","T cells"
"438_95","438_95","T cells"
"439_95","439_95","T cells"
"440_95","440_95","Myofib"
"441_95","441_95","CAFs"
"442_95","442_95","T cells"
"443_95","443_95","plasma cells"
"444_95","444_95","T cells"
"445_95","445_95","Myofib"
"446_95","446_95","T cells"
"447_95","447_95","T cells"
"448_95","448_95","Endothelial"
"449_95","449_95","B cells"
"450_95","450_95","T cells"
"451_95","451_95","T cells"
"452_95","452_95","CAFs"
"453_95","453_95","T cells"
"454_95","454_95","CAFs"
"455_95","455_95","T cells"
"456_95","456_95","Myofib"
"457_95","457_95","T cells"
"458_95","458_95","T cells"
"459_95","459_95","plasma cells"
"460_95","460_95","T cells"
"461_95","461_95","plasma cells"
"462_95","462_95","T cells"
"463_95","463_95","CAFs"
"464_95","464_95","T cells"
"465_95","465_95","plasma cells"
"466_95","466_95","T cells"
"467_95","467_95","T cells"
"468_95","468_95","T cells"
"469_95","469_95","plasma cells"
"470_95","470_95","plasma cells"
"471_95","471_95","T cells"
"472_95","472_95","T cells"
"473_95","473_95","T cells"
"474_95","474_95","T cells"
"475_95","475_95","Epithelial"
"476_95","476_95","Mast cells"
"477_95","477_95","T cells"
"478_95","478_95","T cells"
"479_95","479_95","CAFs"
"480_95","480_95","TAMs"
"481_95","481_95","CAFs"
"482_95","482_95","T cells"
"483_95","483_95","B cells"
"484_95","484_95","T cells"
"485_95","485_95","T cells"
"486_95","486_95","CAFs"
"487_95","487_95","T cells"
"488_95","488_95","T cells"
"489_95","489_95","T cells"
"490_95","490_95","NK"
"491_95","491_95","plasma cells"
"492_95","492_95","CAFs"
"493_95","493_95","TAMs"
"494_95","494_95","T cells"
"495_95","495_95","CAFs"
"496_95","496_95","Myofib"
"497_95","497_95","Myofib"
"498_95","498_95","Epithelial"
"499_95","499_95","T cells"
"500_95","500_95","T cells"
"501_95","501_95","plasma cells"
"502_95","502_95","T cells"
"503_95","503_95","B cells"
"504_95","504_95","CAFs"
"505_95","505_95","plasma cells"
"506_95","506_95","T cells"
"507_95","507_95","B cells"
"508_95","508_95","T cells"
"509_95","509_95","plasma cells"
"510_95","510_95","CAFs"
"511_95","511_95","T cells"
"512_95","512_95","plasma cells"
"513_95","513_95","T cells"
"514_95","514_95","T cells"
"515_95","515_95","T cells"
"516_95","516_95","T cells"
"517_95","517_95","Mast cells"
"518_95","518_95","T cells"
"519_95","519_95","B cells"
"520_95","520_95","Myofib"
"521_95","521_95","NK"
"522_95","522_95","plasma cells"
"523_95","523_95","T cells"
"524_95","524_95","T cells"
"525_95","525_95","Endothelial"
"526_95","526_95","B cells"
"527_95","527_95","Myofib"
"528_95","528_95","T cells"
"529_95","529_95","T cells"
"530_95","530_95","T cells"
"531_95","531_95","Myofib"
"532_95","532_95","CAFs"
"533_95","533_95","Mast cells"
"534_95","534_95","NK"
"535_95","535_95","CAFs"
"536_95","536_95","Myofib"
"537_95","537_95","TAMs"
"538_95","538_95","Myofib"
"539_95","539_95","T cells"
"540_95","540_95","CAFs"
"541_95","541_95","T cells"
"542_95","542_95","Myofib"
"543_95","543_95","mature DC"
"544_95","544_95","T cells"
"545_95","545_95","T cells"
"546_95","546_95","T cells"
"547_95","547_95","plasma cells"
"548_95","548_95","plasma cells"
"549_95","549_95","CAFs"
"550_95","550_95","CAFs"
"551_95","551_95","plasma cells"
"552_95","552_95","CAFs"
"553_95","553_95","T cells"
"554_95","554_95","Endothelial"
"555_95","555_95","T cells"
"556_95","556_95","CAFs"
"557_95","557_95","CAFs"
"558_95","558_95","T cells"
"559_95","559_95","T cells"
"560_95","560_95","T cells"
"561_95","561_95","T cells"
"562_95","562_95","T cells"
"563_95","563_95","Myofib"
"564_95","564_95","B cells"
"565_95","565_95","T cells"
"566_95","566_95","Mast cells"
"567_95","567_95","T cells"
"568_95","568_95","T cells"
"569_95","569_95","T cells"
"570_95","570_95","CAFs"
"571_95","571_95","Mast cells"
"572_95","572_95","T cells"
"573_95","573_95","mature DC"
"574_95","574_95","CAFs"
"575_95","575_95","CAFs"
"576_95","576_95","plasma cells"
"577_95","577_95","T cells"
"578_95","578_95","plasma cells"
"579_95","579_95","T cells"
"580_95","580_95","T cells"
"581_95","581_95","Myofib"
"582_95","582_95","B cells"
"583_95","583_95","plasma cells"
"584_95","584_95","T cells"
"585_95","585_95","T cells"
"586_95","586_95","T cells"
"587_95","587_95","plasma cells"
"588_95","588_95","TAMs"
"589_95","589_95","Myofib"
"590_95","590_95","CAFs"
"591_95","591_95","T cells"
"592_95","592_95","T cells"
"593_95","593_95","T cells"
"594_95","594_95","CAFs"
"595_95","595_95","Myofib"
"596_95","596_95","plasma cells"
"597_95","597_95","T cells"
"598_95","598_95","T cells"
"599_95","599_95","T cells"
"600_95","600_95","T cells"
"601_95","601_95","Mast cells"
"602_95","602_95","Myofib"
"603_95","603_95","Epithelial"
"604_95","604_95","T cells"
"605_95","605_95","TAMs"
"606_95","606_95","T cells"
"607_95","607_95","T cells"
"608_95","608_95","T cells"
"609_95","609_95","T cells"
"610_95","610_95","T cells"
"611_95","611_95","T cells"
"612_95","612_95","T cells"
"613_95","613_95","T cells"
"614_95","614_95","NK"
"615_95","615_95","CAFs"
"616_95","616_95","T cells"
"617_95","617_95","CAFs"
"618_95","618_95","Epithelial"
"619_95","619_95","CAFs"
"620_95","620_95","T cells"
"621_95","621_95","T cells"
"622_95","622_95","T cells"
"623_95","623_95","T cells"
"624_95","624_95","T cells"
"625_95","625_95","T cells"
"626_95","626_95","T cells"
"627_95","627_95","T cells"
"628_95","628_95","plasma cells"
"629_95","629_95","CAFs"
"630_95","630_95","T cells"
"631_95","631_95","T cells"
"632_95","632_95","T cells"
"633_95","633_95","CAFs"
"634_95","634_95","T cells"
"635_95","635_95","T cells"
"636_95","636_95","plasma cells"
"637_95","637_95","CAFs"
"638_95","638_95","T cells"
"639_95","639_95","Mast cells"
"640_95","640_95","T cells"
"641_95","641_95","T cells"
"642_95","642_95","plasma cells"
"643_95","643_95","plasma cells"
"644_95","644_95","CAFs"
"645_95","645_95","CAFs"
"646_95","646_95","CAFs"
"647_95","647_95","plasma cells"
"648_95","648_95","plasma cells"
"649_95","649_95","T cells"
"650_95","650_95","CAFs"
"651_95","651_95","T cells"
"652_95","652_95","Epithelial"
"653_95","653_95","Mast cells"
"654_95","654_95","plasma cells"
"655_95","655_95","plasma cells"
"656_95","656_95","T cells"
"657_95","657_95","T cells"
"658_95","658_95","plasma cells"
"659_95","659_95","T cells"
"660_95","660_95","plasma cells"
"661_95","661_95","plasma cells"
"662_95","662_95","plasma cells"
"663_95","663_95","Myofib"
"664_95","664_95","plasma cells"
"665_95","665_95","T cells"
"666_95","666_95","T cells"
"667_95","667_95","T cells"
"668_95","668_95","T cells"
"669_95","669_95","TAMs"
"670_95","670_95","T cells"
"671_95","671_95","T cells"
"672_95","672_95","CAFs"
"673_95","673_95","plasma cells"
"674_95","674_95","Endothelial"
"675_95","675_95","Endothelial"
"676_95","676_95","plasma cells"
"677_95","677_95","Endothelial"
"678_95","678_95","T cells"
"679_95","679_95","CAFs"
"680_95","680_95","T cells"
"681_95","681_95","B cells"
"682_95","682_95","TAMs"
"683_95","683_95","plasma cells"
"684_95","684_95","T cells"
"685_95","685_95","plasma cells"
"686_95","686_95","CAFs"
"687_95","687_95","T cells"
"688_95","688_95","Epithelial"
"689_95","689_95","Endothelial"
"690_95","690_95","T cells"
"691_95","691_95","T cells"
"692_95","692_95","plasma cells"
"693_95","693_95","T cells"
"694_95","694_95","T cells"
"695_95","695_95","T cells"
"696_95","696_95","T cells"
"697_95","697_95","T cells"
"698_95","698_95","plasma cells"
"699_95","699_95","plasma cells"
"700_95","700_95","Myofib"
"701_95","701_95","T cells"
"702_95","702_95","T cells"
"703_95","703_95","T cells"
"704_95","704_95","Endothelial"
"705_95","705_95","plasma cells"
"706_95","706_95","T cells"
"707_95","707_95","T cells"
"708_95","708_95","TAMs"
"709_95","709_95","Mast cells"
"710_95","710_95","T cells"
"711_95","711_95","T cells"
"712_95","712_95","T cells"
"713_95","713_95","Epithelial"
"714_95","714_95","plasma cells"
"715_95","715_95","T cells"
"716_95","716_95","CAFs"
"717_95","717_95","T cells"
"718_95","718_95","T cells"
"719_95","719_95","T cells"
"720_95","720_95","T cells"
"721_95","721_95","T cells"
"722_95","722_95","T cells"
"723_95","723_95","CAFs"
"724_95","724_95","T cells"
"725_95","725_95","Epithelial"
"726_95","726_95","plasma cells"
"727_95","727_95","T cells"
"728_95","728_95","T cells"
"729_95","729_95","CAFs"
"730_95","730_95","T cells"
"731_95","731_95","T cells"
"732_95","732_95","T cells"
"733_95","733_95","T cells"
"734_95","734_95","CAFs"
"735_95","735_95","T cells"
"736_95","736_95","plasma cells"
"737_95","737_95","T cells"
"738_95","738_95","CAFs"
"739_95","739_95","plasma cells"
"740_95","740_95","Myofib"
"741_95","741_95","T cells"
"742_95","742_95","T cells"
"743_95","743_95","T cells"
"744_95","744_95","CAFs"
"745_95","745_95","CAFs"
"746_95","746_95","plasma cells"
"747_95","747_95","T cells"
"748_95","748_95","T cells"
"749_95","749_95","CAFs"
"750_95","750_95","Myofib"
"751_95","751_95","CAFs"
"752_95","752_95","Myofib"
"753_95","753_95","T cells"
"754_95","754_95","T cells"
"755_95","755_95","plasma cells"
"756_95","756_95","T cells"
"757_95","757_95","TAMs"
"758_95","758_95","T cells"
"759_95","759_95","CAFs"
"760_95","760_95","T cells"
"761_95","761_95","T cells"
"762_95","762_95","T cells"
"763_95","763_95","TAMs"
"764_95","764_95","Myofib"
"765_95","765_95","Epithelial"
"766_95","766_95","T cells"
"767_95","767_95","T cells"
"768_95","768_95","Myofib"
"769_95","769_95","plasma cells"
"770_95","770_95","T cells"
"771_95","771_95","T cells"
"772_95","772_95","T cells"
"773_95","773_95","T cells"
"774_95","774_95","T cells"
"775_95","775_95","Myofib"
"776_95","776_95","plasma cells"
"777_95","777_95","T cells"
"778_95","778_95","plasma cells"
"779_95","779_95","plasma cells"
"780_95","780_95","T cells"
"781_95","781_95","T cells"
"782_95","782_95","plasma cells"
"783_95","783_95","Epithelial"
"784_95","784_95","plasma cells"
"785_95","785_95","plasma cells"
"786_95","786_95","T cells"
"787_95","787_95","plasma cells"
"788_95","788_95","T cells"
"789_95","789_95","NK"
"790_95","790_95","Myofib"
"791_95","791_95","T cells"
"792_95","792_95","CAFs"
"793_95","793_95","T cells"
"794_95","794_95","T cells"
"795_95","795_95","T cells"
"796_95","796_95","Epithelial"
"797_95","797_95","CAFs"
"798_95","798_95","T cells"
"799_95","799_95","T cells"
"800_95","800_95","Epithelial"
"801_95","801_95","plasma cells"
"802_95","802_95","CAFs"
"803_95","803_95","T cells"
"804_95","804_95","Endothelial"
"805_95","805_95","plasma cells"
"806_95","806_95","T cells"
"807_95","807_95","Epithelial"
"808_95","808_95","plasma cells"
"809_95","809_95","T cells"
"810_95","810_95","Myofib"
"811_95","811_95","plasma cells"
"812_95","812_95","TAMs"
"813_95","813_95","Myofib"
"814_95","814_95","T cells"
"815_95","815_95","plasma cells"
"816_95","816_95","T cells"
"817_95","817_95","T cells"
"818_95","818_95","plasma cells"
"819_95","819_95","T cells"
"820_95","820_95","plasma cells"
"821_95","821_95","plasma cells"
"822_95","822_95","plasma cells"
"823_95","823_95","T cells"
"824_95","824_95","T cells"
"825_95","825_95","plasma cells"
"826_95","826_95","Myofib"
"827_95","827_95","T cells"
"828_95","828_95","plasma cells"
"829_95","829_95","T cells"
"830_95","830_95","T cells"
"831_95","831_95","CAFs"
"832_95","832_95","T cells"
"833_95","833_95","Epithelial"
"834_95","834_95","Mast cells"
"835_95","835_95","T cells"
"836_95","836_95","CAFs"
"837_95","837_95","T cells"
"838_95","838_95","plasma cells"
"839_95","839_95","plasma cells"
"840_95","840_95","T cells"
"842_95","842_95","T cells"
"843_95","843_95","T cells"
"845_95","845_95","plasma cells"
"846_95","846_95","plasma cells"
"1_96","1_96","CAFs"
"2_96","2_96","T cells"
"3_96","3_96","T cells"
"4_96","4_96","plasma cells"
"5_96","5_96","T cells"
"6_96","6_96","T cells"
"7_96","7_96","Myofib"
"8_96","8_96","T cells"
"9_96","9_96","T cells"
"10_96","10_96","T cells"
"11_96","11_96","plasma cells"
"12_96","12_96","plasma cells"
"13_96","13_96","Endothelial"
"14_96","14_96","Endothelial"
"15_96","15_96","TAMs"
"16_96","16_96","T cells"
"17_96","17_96","Epithelial"
"18_96","18_96","T cells"
"19_96","19_96","CAFs"
"20_96","20_96","plasma cells"
"21_96","21_96","Myofib"
"22_96","22_96","Endothelial"
"23_96","23_96","Myofib"
"24_96","24_96","Myofib"
"25_96","25_96","Endothelial"
"26_96","26_96","Myofib"
"27_96","27_96","CAFs"
"28_96","28_96","Endothelial"
"29_96","29_96","T cells"
"30_96","30_96","T cells"
"31_96","31_96","CAFs"
"32_96","32_96","Endothelial"
"33_96","33_96","plasma cells"
"34_96","34_96","CAFs"
"35_96","35_96","CAFs"
"36_96","36_96","CAFs"
"37_96","37_96","Endothelial"
"38_96","38_96","Endothelial"
"39_96","39_96","CAFs"
"40_96","40_96","TAMs"
"41_96","41_96","Endothelial"
"42_96","42_96","Endothelial"
"43_96","43_96","Endothelial"
"44_96","44_96","Endothelial"
"45_96","45_96","CAFs"
"46_96","46_96","T cells"
"47_96","47_96","CAFs"
"48_96","48_96","Epithelial"
"49_96","49_96","T cells"
"50_96","50_96","T cells"
"51_96","51_96","T cells"
"52_96","52_96","TAMs"
"53_96","53_96","TAMs"
"54_96","54_96","T cells"
"55_96","55_96","T cells"
"56_96","56_96","CAFs"
"57_96","57_96","CAFs"
"58_96","58_96","T cells"
"59_96","59_96","plasma cells"
"60_96","60_96","Endothelial"
"61_96","61_96","Myofib"
"62_96","62_96","Endothelial"
"63_96","63_96","CAFs"
"64_96","64_96","T cells"
"65_96","65_96","TAMs"
"66_96","66_96","CAFs"
"67_96","67_96","CAFs"
"68_96","68_96","CAFs"
"69_96","69_96","T cells"
"70_96","70_96","plasma cells"
"71_96","71_96","Myofib"
"72_96","72_96","Mast cells"
"73_96","73_96","T cells"
"74_96","74_96","T cells"
"75_96","75_96","T cells"
"76_96","76_96","CAFs"
"77_96","77_96","T cells"
"78_96","78_96","T cells"
"79_96","79_96","CAFs"
"80_96","80_96","T cells"
"81_96","81_96","T cells"
"82_96","82_96","B cells"
"83_96","83_96","plasma cells"
"84_96","84_96","Myofib"
"85_96","85_96","T cells"
"86_96","86_96","T cells"
"87_96","87_96","plasma cells"
"88_96","88_96","plasma cells"
"89_96","89_96","plasma cells"
"90_96","90_96","T cells"
"91_96","91_96","T cells"
"92_96","92_96","CAFs"
"93_96","93_96","CAFs"
"94_96","94_96","Myofib"
"95_96","95_96","T cells"
"96_96","96_96","T cells"
"97_96","97_96","T cells"
"98_96","98_96","Mast cells"
"99_96","99_96","plasma cells"
"100_96","100_96","Myofib"
"101_96","101_96","CAFs"
"102_96","102_96","plasma cells"
"103_96","103_96","T cells"
"104_96","104_96","CAFs"
"105_96","105_96","T cells"
"106_96","106_96","plasma cells"
"107_96","107_96","T cells"
"108_96","108_96","plasma cells"
"109_96","109_96","T cells"
"110_96","110_96","T cells"
"111_96","111_96","T cells"
"112_96","112_96","T cells"
"113_96","113_96","plasma cells"
"114_96","114_96","CAFs"
"115_96","115_96","T cells"
"116_96","116_96","CAFs"
"117_96","117_96","Myofib"
"118_96","118_96","T cells"
"119_96","119_96","TAMs"
"120_96","120_96","plasma cells"
"121_96","121_96","B cells"
"122_96","122_96","TAMs"
"123_96","123_96","CAFs"
"124_96","124_96","plasma cells"
"125_96","125_96","CAFs"
"126_96","126_96","T cells"
"127_96","127_96","CAFs"
"128_96","128_96","CAFs"
"129_96","129_96","T cells"
"130_96","130_96","CAFs"
"131_96","131_96","T cells"
"132_96","132_96","T cells"
"133_96","133_96","CAFs"
"134_96","134_96","CAFs"
"135_96","135_96","pDC"
"136_96","136_96","TAMs"
"137_96","137_96","CAFs"
"138_96","138_96","T cells"
"139_96","139_96","Myofib"
"140_96","140_96","CAFs"
"141_96","141_96","CAFs"
"142_96","142_96","Endothelial"
"143_96","143_96","T cells"
"144_96","144_96","T cells"
"145_96","145_96","CAFs"
"146_96","146_96","CAFs"
"147_96","147_96","T cells"
"148_96","148_96","CAFs"
"149_96","149_96","plasma cells"
"150_96","150_96","T cells"
"151_96","151_96","T cells"
"152_96","152_96","CAFs"
"153_96","153_96","Endothelial"
"154_96","154_96","TAMs"
"155_96","155_96","CAFs"
"156_96","156_96","CAFs"
"157_96","157_96","B cells"
"158_96","158_96","CAFs"
"159_96","159_96","T cells"
"160_96","160_96","T cells"
"161_96","161_96","T cells"
"162_96","162_96","T cells"
"163_96","163_96","CAFs"
"164_96","164_96","T cells"
"165_96","165_96","T cells"
"166_96","166_96","T cells"
"167_96","167_96","T cells"
"168_96","168_96","NK"
"169_96","169_96","CAFs"
"170_96","170_96","CAFs"
"171_96","171_96","Endothelial"
"172_96","172_96","CAFs"
"173_96","173_96","CAFs"
"174_96","174_96","Myofib"
"175_96","175_96","plasma cells"
"176_96","176_96","T cells"
"177_96","177_96","T cells"
"178_96","178_96","Myofib"
"179_96","179_96","T cells"
"180_96","180_96","Myofib"
"181_96","181_96","Epithelial"
"182_96","182_96","T cells"
"183_96","183_96","Epithelial"
"184_96","184_96","CAFs"
"185_96","185_96","CAFs"
"186_96","186_96","T cells"
"187_96","187_96","Myofib"
"188_96","188_96","T cells"
"189_96","189_96","CAFs"
"190_96","190_96","CAFs"
"191_96","191_96","plasma cells"
"192_96","192_96","CAFs"
"193_96","193_96","T cells"
"194_96","194_96","Myofib"
"195_96","195_96","CAFs"
"196_96","196_96","T cells"
"197_96","197_96","CAFs"
"198_96","198_96","CAFs"
"199_96","199_96","Endothelial"
"200_96","200_96","T cells"
"201_96","201_96","T cells"
"202_96","202_96","T cells"
"203_96","203_96","CAFs"
"204_96","204_96","Myofib"
"205_96","205_96","Myofib"
"206_96","206_96","T cells"
"207_96","207_96","Endothelial"
"208_96","208_96","T cells"
"209_96","209_96","CAFs"
"210_96","210_96","CAFs"
"211_96","211_96","TAMs"
"212_96","212_96","T cells"
"213_96","213_96","CAFs"
"214_96","214_96","Endothelial"
"215_96","215_96","CAFs"
"216_96","216_96","T cells"
"217_96","217_96","CAFs"
"218_96","218_96","Myofib"
"219_96","219_96","T cells"
"220_96","220_96","CAFs"
"221_96","221_96","T cells"
"222_96","222_96","T cells"
"223_96","223_96","T cells"
"224_96","224_96","CAFs"
"225_96","225_96","T cells"
"226_96","226_96","T cells"
"227_96","227_96","T cells"
"228_96","228_96","CAFs"
"229_96","229_96","CAFs"
"230_96","230_96","T cells"
"231_96","231_96","T cells"
"232_96","232_96","CAFs"
"233_96","233_96","T cells"
"234_96","234_96","CAFs"
"235_96","235_96","TAMs"
"236_96","236_96","Endothelial"
"237_96","237_96","T cells"
"238_96","238_96","CAFs"
"239_96","239_96","T cells"
"240_96","240_96","T cells"
"241_96","241_96","T cells"
"242_96","242_96","T cells"
"243_96","243_96","CAFs"
"244_96","244_96","T cells"
"245_96","245_96","CAFs"
"246_96","246_96","T cells"
"247_96","247_96","CAFs"
"248_96","248_96","CAFs"
"249_96","249_96","CAFs"
"250_96","250_96","NK"
"251_96","251_96","Epithelial"
"252_96","252_96","CAFs"
"253_96","253_96","CAFs"
"254_96","254_96","T cells"
"255_96","255_96","CAFs"
"256_96","256_96","Myofib"
"257_96","257_96","CAFs"
"258_96","258_96","plasma cells"
"259_96","259_96","T cells"
"260_96","260_96","CAFs"
"261_96","261_96","Endothelial"
"262_96","262_96","Endothelial"
"263_96","263_96","T cells"
"264_96","264_96","TAMs"
"265_96","265_96","T cells"
"266_96","266_96","T cells"
"267_96","267_96","CAFs"
"268_96","268_96","T cells"
"269_96","269_96","T cells"
"270_96","270_96","T cells"
"271_96","271_96","plasma cells"
"272_96","272_96","T cells"
"273_96","273_96","plasma cells"
"274_96","274_96","CAFs"
"275_96","275_96","plasma cells"
"276_96","276_96","TAMs"
"277_96","277_96","T cells"
"278_96","278_96","T cells"
"279_96","279_96","CAFs"
"280_96","280_96","Myofib"
"281_96","281_96","CAFs"
"282_96","282_96","CAFs"
"283_96","283_96","T cells"
"284_96","284_96","T cells"
"285_96","285_96","T cells"
"286_96","286_96","T cells"
"287_96","287_96","plasma cells"
"288_96","288_96","CAFs"
"289_96","289_96","T cells"
"290_96","290_96","Endothelial"
"291_96","291_96","plasma cells"
"292_96","292_96","CAFs"
"293_96","293_96","T cells"
"294_96","294_96","T cells"
"295_96","295_96","CAFs"
"296_96","296_96","CAFs"
"297_96","297_96","T cells"
"298_96","298_96","Endothelial"
"299_96","299_96","CAFs"
"300_96","300_96","CAFs"
"301_96","301_96","CAFs"
"302_96","302_96","TAMs"
"303_96","303_96","T cells"
"304_96","304_96","T cells"
"305_96","305_96","plasma cells"
"306_96","306_96","Epithelial"
"307_96","307_96","T cells"
"308_96","308_96","CAFs"
"309_96","309_96","T cells"
"310_96","310_96","T cells"
"311_96","311_96","CAFs"
"312_96","312_96","CAFs"
"313_96","313_96","plasma cells"
"314_96","314_96","T cells"
"315_96","315_96","TAMs"
"316_96","316_96","CAFs"
"317_96","317_96","Myofib"
"318_96","318_96","Mast cells"
"319_96","319_96","CAFs"
"320_96","320_96","CAFs"
"321_96","321_96","Myofib"
"322_96","322_96","T cells"
"323_96","323_96","CAFs"
"324_96","324_96","T cells"
"325_96","325_96","Epithelial"
"326_96","326_96","Endothelial"
"327_96","327_96","T cells"
"328_96","328_96","CAFs"
"329_96","329_96","T cells"
"330_96","330_96","CAFs"
"331_96","331_96","T cells"
"332_96","332_96","T cells"
"333_96","333_96","CAFs"
"334_96","334_96","CAFs"
"335_96","335_96","T cells"
"336_96","336_96","CAFs"
"337_96","337_96","T cells"
"338_96","338_96","TAMs"
"339_96","339_96","CAFs"
"340_96","340_96","CAFs"
"341_96","341_96","Myofib"
"342_96","342_96","CAFs"
"343_96","343_96","T cells"
"344_96","344_96","Mast cells"
"345_96","345_96","CAFs"
"346_96","346_96","CAFs"
"347_96","347_96","CAFs"
"348_96","348_96","CAFs"
"349_96","349_96","CAFs"
"350_96","350_96","T cells"
"351_96","351_96","T cells"
"352_96","352_96","T cells"
"353_96","353_96","Myofib"
"354_96","354_96","T cells"
"355_96","355_96","Myofib"
"356_96","356_96","CAFs"
"357_96","357_96","T cells"
"358_96","358_96","plasma cells"
"359_96","359_96","Endothelial"
"360_96","360_96","T cells"
"361_96","361_96","CAFs"
"362_96","362_96","CAFs"
"363_96","363_96","CAFs"
"364_96","364_96","CAFs"
"365_96","365_96","Mast cells"
"366_96","366_96","T cells"
"367_96","367_96","CAFs"
"368_96","368_96","T cells"
"369_96","369_96","T cells"
"370_96","370_96","CAFs"
"371_96","371_96","Epithelial"
"372_96","372_96","CAFs"
"373_96","373_96","T cells"
"374_96","374_96","plasma cells"
"375_96","375_96","CAFs"
"376_96","376_96","T cells"
"377_96","377_96","CAFs"
"378_96","378_96","CAFs"
"379_96","379_96","plasma cells"
"380_96","380_96","CAFs"
"381_96","381_96","TAMs"
"382_96","382_96","CAFs"
"383_96","383_96","CAFs"
"384_96","384_96","B cells"
"385_96","385_96","T cells"
"386_96","386_96","Epithelial"
"387_96","387_96","CAFs"
"388_96","388_96","CAFs"
"389_96","389_96","T cells"
"390_96","390_96","CAFs"
"391_96","391_96","CAFs"
"392_96","392_96","Myofib"
"393_96","393_96","T cells"
"394_96","394_96","T cells"
"395_96","395_96","CAFs"
"396_96","396_96","TAMs"
"397_96","397_96","Endothelial"
"398_96","398_96","T cells"
"399_96","399_96","TAMs"
"400_96","400_96","CAFs"
"401_96","401_96","T cells"
"402_96","402_96","T cells"
"403_96","403_96","Myofib"
"404_96","404_96","CAFs"
"405_96","405_96","CAFs"
"406_96","406_96","Endothelial"
"407_96","407_96","T cells"
"408_96","408_96","T cells"
"409_96","409_96","CAFs"
"410_96","410_96","CAFs"
"411_96","411_96","Epithelial"
"412_96","412_96","CAFs"
"413_96","413_96","T cells"
"414_96","414_96","CAFs"
"415_96","415_96","CAFs"
"416_96","416_96","CAFs"
"417_96","417_96","T cells"
"418_96","418_96","CAFs"
"419_96","419_96","CAFs"
"420_96","420_96","CAFs"
"421_96","421_96","CAFs"
"422_96","422_96","NK"
"423_96","423_96","CAFs"
"424_96","424_96","T cells"
"425_96","425_96","CAFs"
"426_96","426_96","T cells"
"427_96","427_96","Myofib"
"428_96","428_96","CAFs"
"429_96","429_96","T cells"
"430_96","430_96","Myofib"
"431_96","431_96","CAFs"
"432_96","432_96","CAFs"
"433_96","433_96","T cells"
"434_96","434_96","CAFs"
"435_96","435_96","T cells"
"436_96","436_96","CAFs"
"437_96","437_96","CAFs"
"438_96","438_96","CAFs"
"439_96","439_96","T cells"
"440_96","440_96","plasma cells"
"441_96","441_96","CAFs"
"442_96","442_96","T cells"
"443_96","443_96","T cells"
"444_96","444_96","T cells"
"445_96","445_96","T cells"
"446_96","446_96","Endothelial"
"447_96","447_96","CAFs"
"448_96","448_96","CAFs"
"449_96","449_96","Myofib"
"450_96","450_96","CAFs"
"451_96","451_96","T cells"
"452_96","452_96","CAFs"
"453_96","453_96","T cells"
"454_96","454_96","CAFs"
"455_96","455_96","Myofib"
"456_96","456_96","T cells"
"457_96","457_96","CAFs"
"458_96","458_96","CAFs"
"459_96","459_96","TAMs"
"460_96","460_96","T cells"
"461_96","461_96","CAFs"
"462_96","462_96","CAFs"
"463_96","463_96","TAMs"
"464_96","464_96","plasma cells"
"465_96","465_96","CAFs"
"466_96","466_96","CAFs"
"467_96","467_96","T cells"
"468_96","468_96","T cells"
"469_96","469_96","CAFs"
"470_96","470_96","Myofib"
"471_96","471_96","CAFs"
